ticket_id,created_ts,first_response_ts,resolved_ts,channel,issue_type,agent_id,handle_seconds,acw_seconds,first_touch_resolved
T0000139,2025-11-10T11:29:39.101782-06:00,2025-11-10T11:29:39.102115-06:00,2025-11-10T11:33:34.891466-06:00,email,bug,A017,208,114,True
T0000137,2025-11-10T11:29:41.761471-06:00,2025-11-10T11:29:41.761749-06:00,2025-11-10T11:34:08.417622-06:00,email,login,A004,254,41,True
T0000207,2025-11-10T11:30:00.213561-06:00,2025-11-10T11:30:00.213563-06:00,2025-11-10T11:34:03.226482-06:00,email,billing,A014,242,59,True
T0000202,2025-11-10T11:31:37.938230-06:00,2025-11-10T11:31:37.938239-06:00,2025-11-10T11:35:08.478758-06:00,phone,login,A008,171,52,True
T0000184,2025-11-10T11:32:05.138772-06:00,2025-11-10T11:32:05.138775-06:00,2025-11-10T11:35:09.370898-06:00,email,bug,A018,181,56,True
T0000180,2025-11-10T11:32:21.928255-06:00,2025-11-10T11:32:21.928263-06:00,2025-11-10T11:36:10.674597-06:00,email,billing,A020,212,91,True
T0000196,2025-11-10T11:32:30.079613-06:00,2025-11-10T11:32:30.079615-06:00,2025-11-10T11:36:56.877927-06:00,chat,login,A012,217,31,False
T0000179,2025-11-10T11:36:03.068203-06:00,2025-11-10T11:36:03.068203-06:00,2025-11-10T11:41:17.797945-06:00,email,login,A001,296,50,True
T0000198,2025-11-10T11:36:32.038407-06:00,2025-11-10T11:36:32.038408-06:00,2025-11-10T11:41:21.573580-06:00,chat,login,A019,270,52,False
T0000189,2025-11-10T11:37:22.488839-06:00,2025-11-10T11:37:22.488855-06:00,2025-11-10T11:43:01.195037-06:00,chat,login,A013,295,122,True
T0000192,2025-11-10T11:37:31.180764-06:00,2025-11-10T11:37:31.180766-06:00,2025-11-10T11:43:36.002083-06:00,email,login,A019,356,71,True
T0000193,2025-11-10T11:37:45.999736-06:00,2025-11-10T11:37:45.999748-06:00,2025-11-10T11:41:38.305060-06:00,chat,login,A011,187,69,True
T0000201,2025-11-10T11:39:38.858876-06:00,2025-11-10T11:39:38.858876-06:00,2025-11-10T11:43:29.675707-06:00,email,bug,A001,230,72,True
T0000203,2025-11-10T11:40:54.025020-06:00,2025-11-10T11:40:54.025024-06:00,2025-11-10T11:45:31.463310-06:00,email,billing,A020,234,51,True
T0000190,2025-11-10T11:41:12.756157-06:00,2025-11-10T11:41:12.756159-06:00,2025-11-10T11:45:22.787994-06:00,chat,bug,A015,199,53,True
T0000183,2025-11-10T11:42:19.873405-06:00,2025-11-10T11:42:19.873407-06:00,2025-11-10T11:48:13.470140-06:00,email,billing,A008,344,65,True
T0000195,2025-11-10T11:43:05.906212-06:00,2025-11-10T11:43:05.906215-06:00,2025-11-10T11:48:17.713429-06:00,phone,bug,A017,306,114,True
T0000200,2025-11-10T11:44:38.306237-06:00,2025-11-10T11:44:38.306245-06:00,2025-11-10T11:47:12.812243-06:00,phone,login,A008,143,124,True
T0000182,2025-11-10T11:47:02.109743-06:00,2025-11-10T11:47:02.109752-06:00,2025-11-10T11:51:23.719114-06:00,email,login,A014,203,110,True
T0000199,2025-11-10T11:47:06.228555-06:00,2025-11-10T11:47:06.228558-06:00,2025-11-10T11:54:12.171923-06:00,phone,login,A007,382,42,True
T0000178,2025-11-10T11:47:17.591746-06:00,2025-11-10T11:47:17.591752-06:00,2025-11-10T11:51:29.320652-06:00,chat,billing,A009,199,81,False
T0000191,2025-11-10T11:47:44.751835-06:00,2025-11-10T11:47:44.751836-06:00,2025-11-10T11:53:55.616426-06:00,chat,bug,A002,327,32,True
T0000205,2025-11-10T11:48:23.470662-06:00,2025-11-10T11:48:23.470666-06:00,2025-11-10T11:52:51.373690-06:00,email,login,A018,219,49,True
T0000204,2025-11-10T11:48:49.734639-06:00,2025-11-10T11:48:49.734643-06:00,2025-11-10T11:52:57.864142-06:00,email,login,A007,192,62,True
T0000197,2025-11-10T11:50:56.819382-06:00,2025-11-10T11:50:56.819384-06:00,2025-11-10T11:56:18.840353-06:00,phone,bug,A010,266,85,True
T0000181,2025-11-10T11:51:33.820263-06:00,2025-11-10T11:51:33.820267-06:00,2025-11-10T11:55:38.184200-06:00,chat,bug,A007,231,80,True
T0000185,2025-11-10T11:52:04.772080-06:00,2025-11-10T11:52:04.772089-06:00,2025-11-10T11:56:01.936193-06:00,chat,bug,A019,237,34,True
T0000187,2025-11-10T11:52:45.202723-06:00,2025-11-10T11:52:45.202733-06:00,2025-11-10T11:59:10.888500-06:00,email,login,A006,366,53,True
T0000194,2025-11-10T11:53:55.066246-06:00,2025-11-10T11:53:55.066248-06:00,2025-11-10T11:58:55.963524-06:00,email,login,A014,273,49,True
T0000188,2025-11-10T11:55:53.946327-06:00,2025-11-10T11:55:53.946334-06:00,2025-11-10T11:59:49.758173-06:00,chat,login,A008,196,55,True
T0000186,2025-11-10T11:56:16.859169-06:00,2025-11-10T11:56:16.859170-06:00,2025-11-10T12:01:48.846153-06:00,chat,bug,A006,306,44,False
T0000206,2025-11-10T11:57:43.974165-06:00,2025-11-10T11:57:43.974166-06:00,2025-11-10T12:01:37.459945-06:00,email,billing,A015,188,87,True
T0000222,2025-11-10T12:03:45.541614-06:00,2025-11-10T12:03:45.541614-06:00,2025-11-10T12:08:16.242620-06:00,chat,bug,A018,251,60,True
T0000228,2025-11-10T12:05:25.128917-06:00,2025-11-10T12:05:25.128917-06:00,2025-11-10T12:10:07.079684-06:00,email,billing,A003,243,69,False
T0000224,2025-11-10T12:08:28.726091-06:00,2025-11-10T12:08:28.726091-06:00,2025-11-10T12:14:58.385838-06:00,email,bug,A015,349,92,True
T0000223,2025-11-10T12:08:34.631323-06:00,2025-11-10T12:08:34.631323-06:00,2025-11-10T12:11:52.702569-06:00,chat,login,A008,176,58,True
T0000209,2025-11-10T12:10:01.587528-06:00,2025-11-10T12:10:01.587528-06:00,2025-11-10T12:16:29.793174-06:00,phone,billing,A017,376,37,True
T0000210,2025-11-10T12:10:01.643473-06:00,2025-11-10T12:10:01.643473-06:00,2025-11-10T12:14:39.830736-06:00,chat,login,A008,221,37,False
T0000220,2025-11-10T12:11:16.589137-06:00,2025-11-10T12:11:16.589137-06:00,2025-11-10T12:16:34.958587-06:00,phone,billing,A013,286,36,True
T0000211,2025-11-10T12:11:59.928132-06:00,2025-11-10T12:11:59.928132-06:00,2025-11-10T12:19:56.699652-06:00,chat,bug,A014,433,67,True
T0000216,2025-11-10T12:12:45.602273-06:00,2025-11-10T12:12:45.602273-06:00,2025-11-10T12:15:58.211291-06:00,phone,login,A020,167,43,True
T0000221,2025-11-10T12:12:47.501811-06:00,2025-11-10T12:12:47.501811-06:00,2025-11-10T12:18:25.680018-06:00,email,login,A019,282,62,True
T0000214,2025-11-10T12:14:39.410089-06:00,2025-11-10T12:14:39.410089-06:00,2025-11-10T12:17:58.972307-06:00,email,login,A002,193,64,False
T0000208,2025-11-10T12:16:07.690272-06:00,2025-11-10T12:16:07.690272-06:00,2025-11-10T12:20:42.672307-06:00,phone,billing,A017,245,50,True
T0000212,2025-11-10T12:16:42.282680-06:00,2025-11-10T12:16:42.282680-06:00,2025-11-10T12:21:23.504170-06:00,phone,billing,A001,271,73,False
T0000213,2025-11-10T12:18:44.253441-06:00,2025-11-10T12:18:44.253441-06:00,2025-11-10T12:22:15.875375-06:00,email,billing,A014,193,49,True
T0000215,2025-11-10T12:23:30.520936-06:00,2025-11-10T12:23:30.520936-06:00,2025-11-10T12:26:52.755210-06:00,chat,login,A006,163,49,True
T0000225,2025-11-10T12:24:53.083211-06:00,2025-11-10T12:24:53.083211-06:00,2025-11-10T12:29:17.654351-06:00,chat,login,A013,223,24,True
T0000226,2025-11-10T12:25:28.960085-06:00,2025-11-10T12:25:28.960085-06:00,2025-11-10T12:29:15.558291-06:00,email,login,A015,190,65,False
T0000229,2025-11-10T12:26:30.095677-06:00,2025-11-10T12:26:30.095677-06:00,2025-11-10T12:29:32.553970-06:00,email,bug,A016,126,58,True
T0000217,2025-11-10T12:26:35.332341-06:00,2025-11-10T12:26:35.332341-06:00,2025-11-10T12:30:09.555920-06:00,email,bug,A012,198,61,True
T0000227,2025-11-10T12:26:47.649693-06:00,2025-11-10T12:26:47.649693-06:00,2025-11-10T12:31:14.752889-06:00,phone,login,A008,247,52,True
T0000218,2025-11-10T12:26:58.968280-06:00,2025-11-10T12:26:58.968280-06:00,2025-11-10T12:30:48.812503-06:00,chat,billing,A020,182,39,True
T0000231,2025-11-10T12:27:38.085289-06:00,2025-11-10T12:27:38.085289-06:00,2025-11-10T12:31:48.237260-06:00,email,login,A015,240,38,False
T0000219,2025-11-10T12:29:01.764767-06:00,2025-11-10T12:29:01.764767-06:00,2025-11-10T12:32:04.952772-06:00,email,bug,A003,123,105,False
T0000230,2025-11-10T12:29:28.076210-06:00,2025-11-10T12:29:28.076210-06:00,2025-11-10T12:34:01.660321-06:00,email,login,A003,231,56,True
T0000246,2025-11-10T12:31:59.549528-06:00,2025-11-10T12:31:59.549528-06:00,2025-11-10T12:38:50.727712-06:00,email,login,A018,378,59,False
T0000250,2025-11-10T12:33:22.090965-06:00,2025-11-10T12:33:22.090965-06:00,2025-11-10T12:38:05.414265-06:00,phone,billing,A016,240,81,False
T0000233,2025-11-10T12:34:30.386812-06:00,2025-11-10T12:34:30.386812-06:00,2025-11-10T12:39:00.867431-06:00,email,bug,A008,231,56,False
T0000244,2025-11-10T12:36:41.422755-06:00,2025-11-10T12:36:41.422755-06:00,2025-11-10T12:40:45.676641-06:00,email,login,A016,213,43,True
T0000249,2025-11-10T12:37:04.504893-06:00,2025-11-10T12:37:04.504893-06:00,2025-11-10T12:42:00.158911-06:00,email,login,A016,268,95,True
T0000251,2025-11-10T12:37:53.065694-06:00,2025-11-10T12:37:53.065694-06:00,2025-11-10T12:42:12.178416-06:00,email,login,A010,256,66,True
T0000247,2025-11-10T12:41:49.643475-06:00,2025-11-10T12:41:49.643475-06:00,2025-11-10T12:47:38.586906-06:00,phone,login,A008,293,52,True
T0000248,2025-11-10T12:42:21.527424-06:00,2025-11-10T12:42:21.527424-06:00,2025-11-10T12:46:13.825044-06:00,phone,bug,A013,193,26,False
T0000242,2025-11-10T12:43:50.986525-06:00,2025-11-10T12:43:50.986525-06:00,2025-11-10T12:47:47.765780-06:00,email,login,A015,224,41,True
T0000252,2025-11-10T12:44:06.414697-06:00,2025-11-10T12:44:06.414697-06:00,2025-11-10T12:48:39.070288-06:00,email,billing,A016,241,106,True
T0000243,2025-11-10T12:46:58.008528-06:00,2025-11-10T12:46:58.008528-06:00,2025-11-10T12:52:11.823224-06:00,email,bug,A013,264,36,True
T0000245,2025-11-10T12:47:00.418623-06:00,2025-11-10T12:47:00.418623-06:00,2025-11-10T12:50:43.699208-06:00,chat,billing,A007,211,54,True
T0000235,2025-11-10T12:47:19.337007-06:00,2025-11-10T12:47:19.337007-06:00,2025-11-10T12:52:34.637243-06:00,email,login,A009,290,61,True
T0000234,2025-11-10T12:47:22.596063-06:00,2025-11-10T12:47:22.596063-06:00,2025-11-10T12:51:20.288691-06:00,chat,login,A007,235,80,True
T0000236,2025-11-10T12:48:02.477181-06:00,2025-11-10T12:48:02.477181-06:00,2025-11-10T12:53:08.386661-06:00,chat,bug,A017,269,59,True
T0000238,2025-11-10T12:49:36.409306-06:00,2025-11-10T12:49:36.409306-06:00,2025-11-10T12:55:07.772354-06:00,phone,login,A019,281,55,False
T0000240,2025-11-10T12:50:50.941429-06:00,2025-11-10T12:50:50.941429-06:00,2025-11-10T12:54:44.639403-06:00,email,login,A013,210,47,False
T0000253,2025-11-10T12:52:45.164506-06:00,2025-11-10T12:52:45.164506-06:00,2025-11-10T12:58:09.575079-06:00,chat,bug,A015,312,41,True
T0000241,2025-11-10T12:54:17.636993-06:00,2025-11-10T12:54:17.636993-06:00,2025-11-10T12:58:11.111004-06:00,chat,login,A016,226,45,True
T0000237,2025-11-10T12:56:28.705970-06:00,2025-11-10T12:56:28.705970-06:00,2025-11-10T13:01:09.410188-06:00,email,login,A015,224,63,False
T0000239,2025-11-10T12:56:28.767775-06:00,2025-11-10T12:56:28.767775-06:00,2025-11-10T13:01:03.562050-06:00,phone,login,A018,257,57,False
T0000232,2025-11-10T12:58:36.430003-06:00,2025-11-10T12:58:36.430003-06:00,2025-11-10T13:02:55.956197-06:00,email,billing,A015,209,64,False
T0000270,2025-11-10T13:03:56.745403-06:00,2025-11-10T13:03:56.745404-06:00,2025-11-10T13:08:06.674060-06:00,email,bug,A011,209,30,True
T0000257,2025-11-10T13:04:18.157085-06:00,2025-11-10T13:04:18.157087-06:00,2025-11-10T13:11:32.299260-06:00,email,login,A020,380,36,True
T0000256,2025-11-10T13:05:10.413312-06:00,2025-11-10T13:05:10.413316-06:00,2025-11-10T13:11:40.081083-06:00,chat,login,A010,354,49,True
T0000262,2025-11-10T13:05:18.948862-06:00,2025-11-10T13:05:18.948866-06:00,2025-11-10T13:09:40.701716-06:00,email,login,A016,234,80,True
T0000254,2025-11-10T13:05:35.544925-06:00,2025-11-10T13:05:35.544926-06:00,2025-11-10T13:09:39.812121-06:00,email,billing,A004,199,54,True
T0000261,2025-11-10T13:06:24.206186-06:00,2025-11-10T13:06:24.206187-06:00,2025-11-10T13:11:18.361598-06:00,phone,billing,A014,262,52,True
T0000260,2025-11-10T13:06:35.881765-06:00,2025-11-10T13:06:35.881771-06:00,2025-11-10T13:15:31.653101-06:00,chat,login,A010,477,85,True
T0000263,2025-11-10T13:06:49.877191-06:00,2025-11-10T13:06:49.877195-06:00,2025-11-10T13:12:17.485132-06:00,email,login,A013,322,77,True
T0000271,2025-11-10T13:07:43.340214-06:00,2025-11-10T13:07:43.340216-06:00,2025-11-10T13:11:34.184688-06:00,email,login,A004,208,45,False
T0000267,2025-11-10T13:09:18.029440-06:00,2025-11-10T13:09:18.029440-06:00,2025-11-10T13:13:46.392865-06:00,email,bug,A006,245,38,True
T0000266,2025-11-10T13:09:20.241455-06:00,2025-11-10T13:09:20.241457-06:00,2025-11-10T13:13:31.919581-06:00,phone,login,A013,221,63,False
T0000276,2025-11-10T13:09:54.643840-06:00,2025-11-10T13:09:54.643850-06:00,2025-11-10T13:13:10.675962-06:00,phone,login,A019,182,52,True
T0000269,2025-11-10T13:12:55.289919-06:00,2025-11-10T13:12:55.289919-06:00,2025-11-10T13:18:13.531696-06:00,phone,login,A020,288,55,True
T0000259,2025-11-10T13:13:20.325432-06:00,2025-11-10T13:13:20.325434-06:00,2025-11-10T13:18:16.477804-06:00,phone,billing,A014,239,63,True
T0000275,2025-11-10T13:13:22.737487-06:00,2025-11-10T13:13:22.737497-06:00,2025-11-10T13:18:02.217850-06:00,chat,login,A002,261,52,True
T0000273,2025-11-10T13:16:40.567974-06:00,2025-11-10T13:16:40.567975-06:00,2025-11-10T13:21:03.658210-06:00,email,bug,A002,212,46,False
T0000258,2025-11-10T13:16:43.532876-06:00,2025-11-10T13:16:43.532878-06:00,2025-11-10T13:19:57.696236-06:00,phone,login,A019,137,47,True
T0000265,2025-11-10T13:17:08.589573-06:00,2025-11-10T13:17:08.589574-06:00,2025-11-10T13:22:00.572792-06:00,chat,bug,A008,277,85,True
T0000272,2025-11-10T13:19:33.748829-06:00,2025-11-10T13:19:33.748835-06:00,2025-11-10T13:22:42.857190-06:00,email,billing,A004,145,42,False
T0000264,2025-11-10T13:20:30.099540-06:00,2025-11-10T13:20:30.099542-06:00,2025-11-10T13:24:52.606114-06:00,chat,bug,A004,246,39,True
T0000277,2025-11-10T13:23:06.743427-06:00,2025-11-10T13:23:06.743433-06:00,2025-11-10T13:25:54.697812-06:00,chat,login,A015,146,55,True
T0000268,2025-11-10T13:24:17.768914-06:00,2025-11-10T13:24:17.768914-06:00,2025-11-10T13:29:35.442574-06:00,phone,billing,A002,259,101,True
T0000274,2025-11-10T13:28:12.834334-06:00,2025-11-10T13:28:12.834342-06:00,2025-11-10T13:33:27.389015-06:00,chat,billing,A010,294,49,True
T0000255,2025-11-10T13:28:45.655934-06:00,2025-11-10T13:28:45.655937-06:00,2025-11-10T13:32:28.575809-06:00,chat,bug,A018,222,77,True
T0000297,2025-11-10T13:30:17.204735-06:00,2025-11-10T13:30:17.204735-06:00,2025-11-10T13:33:36.775849-06:00,email,login,A001,185,133,True
T0000292,2025-11-10T13:31:00.497392-06:00,2025-11-10T13:31:00.497392-06:00,2025-11-10T13:37:35.900373-06:00,chat,billing,A012,372,124,True
T0000283,2025-11-10T13:31:40.764513-06:00,2025-11-10T13:31:40.764513-06:00,2025-11-10T13:35:55.017036-06:00,phone,billing,A007,247,89,True
T0000282,2025-11-10T13:32:50.022692-06:00,2025-11-10T13:32:50.022692-06:00,2025-11-10T13:37:26.324864-06:00,chat,login,A009,254,48,True
T0000306,2025-11-10T13:33:07.960403-06:00,2025-11-10T13:33:07.960403-06:00,2025-11-10T13:37:28.890255-06:00,email,login,A002,234,62,True
T0000290,2025-11-10T13:33:56.316368-06:00,2025-11-10T13:33:56.316368-06:00,2025-11-10T13:38:55.238510-06:00,phone,login,A005,242,68,True
T0000281,2025-11-10T13:35:01.361306-06:00,2025-11-10T13:35:01.361306-06:00,2025-11-10T13:39:47.476146-06:00,email,billing,A017,270,56,False
T0000288,2025-11-10T13:35:36.676833-06:00,2025-11-10T13:35:36.676833-06:00,2025-11-10T13:39:32.142425-06:00,email,login,A007,184,54,True
T0000280,2025-11-10T13:36:27.490992-06:00,2025-11-10T13:36:27.490992-06:00,2025-11-10T13:42:46.063354-06:00,email,billing,A009,362,31,False
T0000287,2025-11-10T13:39:31.914984-06:00,2025-11-10T13:39:31.914984-06:00,2025-11-10T13:44:59.818116-06:00,email,login,A010,268,88,False
T0000300,2025-11-10T13:41:20.678673-06:00,2025-11-10T13:41:20.678673-06:00,2025-11-10T13:47:25.281521-06:00,email,login,A016,324,43,True
T0000298,2025-11-10T13:42:19.619829-06:00,2025-11-10T13:42:19.619829-06:00,2025-11-10T13:47:47.802772-06:00,email,login,A019,295,72,True
T0000302,2025-11-10T13:42:44.430285-06:00,2025-11-10T13:42:44.430285-06:00,2025-11-10T13:46:19.012657-06:00,email,billing,A010,214,39,False
T0000293,2025-11-10T13:42:52.286389-06:00,2025-11-10T13:42:52.286389-06:00,2025-11-10T13:47:04.752432-06:00,email,bug,A011,239,55,True
T0000289,2025-11-10T13:44:04.225975-06:00,2025-11-10T13:44:04.225975-06:00,2025-11-10T13:49:30.236543-06:00,email,bug,A011,274,87,True
T0000295,2025-11-10T13:44:27.433624-06:00,2025-11-10T13:44:27.433624-06:00,2025-11-10T13:49:04.955086-06:00,chat,login,A015,219,51,True
T0000284,2025-11-10T13:44:50.913841-06:00,2025-11-10T13:44:50.913841-06:00,2025-11-10T13:50:06.944160-06:00,chat,billing,A002,259,43,False
T0000307,2025-11-10T13:44:58.678214-06:00,2025-11-10T13:44:58.678214-06:00,2025-11-10T13:49:31.368983-06:00,phone,login,A005,232,31,True
T0000278,2025-11-10T13:45:06.447199-06:00,2025-11-10T13:45:06.447199-06:00,2025-11-10T13:48:47.965462-06:00,phone,billing,A002,210,49,False
T0000305,2025-11-10T13:46:17.900454-06:00,2025-11-10T13:46:17.900454-06:00,2025-11-10T13:52:59.181549-06:00,chat,login,A005,367,56,True
T0000308,2025-11-10T13:46:47.935465-06:00,2025-11-10T13:46:47.935465-06:00,2025-11-10T13:50:45.558346-06:00,phone,login,A016,202,35,True
T0000299,2025-11-10T13:47:06.216873-06:00,2025-11-10T13:47:06.216873-06:00,2025-11-10T13:50:15.112749-06:00,phone,login,A001,182,34,True
T0000303,2025-11-10T13:48:03.877751-06:00,2025-11-10T13:48:03.877751-06:00,2025-11-10T13:52:00.767009-06:00,email,billing,A008,210,47,False
T0000279,2025-11-10T13:50:50.409607-06:00,2025-11-10T13:50:50.409607-06:00,2025-11-10T13:57:04.054326-06:00,chat,login,A016,373,38,True
T0000294,2025-11-10T13:51:33.026984-06:00,2025-11-10T13:51:33.026984-06:00,2025-11-10T13:54:33.575662-06:00,email,billing,A012,144,60,True
T0000301,2025-11-10T13:52:23.142870-06:00,2025-11-10T13:52:23.142870-06:00,2025-11-10T13:56:44.771287-06:00,phone,billing,A001,202,83,True
T0000296,2025-11-10T13:53:13.065102-06:00,2025-11-10T13:53:13.065102-06:00,2025-11-10T13:59:08.734713-06:00,email,login,A009,297,94,True
T0000291,2025-11-10T13:54:20.319937-06:00,2025-11-10T13:54:20.319937-06:00,2025-11-10T13:58:08.899451-06:00,phone,login,A013,216,82,True
T0000309,2025-11-10T13:55:35.102232-06:00,2025-11-10T13:55:35.102232-06:00,2025-11-10T13:58:24.274282-06:00,email,login,A010,156,35,True
T0000286,2025-11-10T13:55:43.346724-06:00,2025-11-10T13:55:43.346724-06:00,2025-11-10T14:01:30.564484-06:00,phone,bug,A019,314,70,True
T0000285,2025-11-10T13:58:59.256673-06:00,2025-11-10T13:58:59.256673-06:00,2025-11-10T14:03:42.585407-06:00,email,bug,A010,225,71,True
T0000304,2025-11-10T13:59:56.945680-06:00,2025-11-10T13:59:56.945680-06:00,2025-11-10T14:04:37.567701-06:00,email,login,A016,270,46,False
T0000352,2025-11-10T14:00:00.433206-06:00,2025-11-10T14:00:00.433217-06:00,2025-11-10T14:04:52.009166-06:00,email,login,A020,243,64,True
T0000344,2025-11-10T14:00:28.165172-06:00,2025-11-10T14:00:28.165177-06:00,2025-11-10T14:05:29.488888-06:00,email,login,A019,297,68,False
T0000312,2025-11-10T14:00:50.583031-06:00,2025-11-10T14:00:50.583044-06:00,2025-11-10T14:05:21.812005-06:00,phone,login,A007,212,62,True
T0000324,2025-11-10T14:01:05.254172-06:00,2025-11-10T14:01:05.254186-06:00,2025-11-10T14:05:20.010982-06:00,email,bug,A013,203,62,True
T0000327,2025-11-10T14:01:10.080673-06:00,2025-11-10T14:01:10.080743-06:00,2025-11-10T14:04:08.776218-06:00,phone,billing,A016,177,43,True
T0000332,2025-11-10T14:02:23.574166-06:00,2025-11-10T14:02:23.574322-06:00,2025-11-10T14:08:06.006789-06:00,chat,login,A011,318,66,True
T0000336,2025-11-10T14:02:59.259567-06:00,2025-11-10T14:02:59.259569-06:00,2025-11-10T14:06:31.261005-06:00,email,bug,A002,188,62,True
T0000326,2025-11-10T14:03:06.748964-06:00,2025-11-10T14:03:06.749035-06:00,2025-11-10T14:06:17.260578-06:00,chat,billing,A006,170,81,True
T0000342,2025-11-10T14:03:07.231053-06:00,2025-11-10T14:03:07.231066-06:00,2025-11-10T14:07:53.579452-06:00,chat,bug,A002,252,48,False
T0000313,2025-11-10T14:03:55.826198-06:00,2025-11-10T14:03:55.826283-06:00,2025-11-10T14:08:47.272600-06:00,email,billing,A015,250,71,True
T0000346,2025-11-10T14:04:02.774724-06:00,2025-11-10T14:04:02.774771-06:00,2025-11-10T14:07:48.745597-06:00,email,billing,A009,224,33,True
T0000345,2025-11-10T14:07:20.659332-06:00,2025-11-10T14:07:20.659442-06:00,2025-11-10T14:11:19.277343-06:00,chat,login,A014,204,55,True
T0000321,2025-11-10T14:07:35.328890-06:00,2025-11-10T14:07:35.328908-06:00,2025-11-10T14:11:56.065969-06:00,chat,bug,A016,220,43,True
T0000343,2025-11-10T14:08:16.660596-06:00,2025-11-10T14:08:16.660606-06:00,2025-11-10T14:11:26.118982-06:00,email,billing,A010,168,35,True
T0000315,2025-11-10T14:08:29.194930-06:00,2025-11-10T14:08:29.194937-06:00,2025-11-10T14:12:20.855225-06:00,chat,bug,A005,201,90,True
T0000316,2025-11-10T14:09:10.444648-06:00,2025-11-10T14:09:10.444649-06:00,2025-11-10T14:15:35.111194-06:00,chat,billing,A005,332,30,True
T0000347,2025-11-10T14:10:08.136994-06:00,2025-11-10T14:10:08.137045-06:00,2025-11-10T14:13:00.334651-06:00,email,bug,A015,168,43,True
T0000348,2025-11-10T14:11:31.936076-06:00,2025-11-10T14:11:31.936102-06:00,2025-11-10T14:16:04.421383-06:00,chat,login,A005,232,63,True
T0000350,2025-11-10T14:13:29.138111-06:00,2025-11-10T14:13:29.138115-06:00,2025-11-10T14:17:52.107209-06:00,phone,login,A011,230,45,True
